time,Lyman_alpha,MgII,au_factor,Lyman_alpha_corr,MgII_corr
2019-02-26,0.0062445677,0.262969,0.9802317,0.006121123,0.25777054
2019-02-27,0.00619855,0.26274937,0.98071045,0.0060789827,0.25768104
2019-02-28,0.0061641014,0.26263288,0.98119414,0.00604818,0.25769383
2019-03-01,0.0061374223,0.262535,0.98168266,0.006025001,0.25772607
2019-03-02,0.0061426265,0.26265353,0.9821752,0.006033135,0.25797176
2019-03-03,0.0061842883,0.26280507,0.98267144,0.0060771233,0.25825104
2019-03-04,0.0062238653,0.26304182,0.9831707,0.006119122,0.25861502
2019-03-05,0.0062407823,0.2631271,0.9836728,0.0061388877,0.25883096
2019-03-06,0.006260366,0.26320043,0.9841775,0.006161311,0.25903594
2019-03-07,0.006266339,0.2633326,0.9846845,0.0061703674,0.25929955
2019-03-08,0.0062658256,0.263329,0.9851938,0.0061730524,0.25943008
2019-03-09,0.006256688,0.26326805,0.98570496,0.0061672484,0.25950462
2019-03-10,0.0062476434,0.26320544,0.9862184,0.0061615407,0.25957805
2019-03-11,0.006219341,0.26309174,0.986734,0.006136835,0.25960156
2019-03-12,0.0061829793,0.26292357,0.9872519,0.006104158,0.2595718
2019-03-13,0.006212222,0.26305202,0.9877726,0.0061362623,0.25983557
2019-03-14,0.006232164,0.26318085,0.98829633,0.0061592245,0.26010066
2019-03-15,0.006225016,0.26313454,0.98882353,0.0061554424,0.26019362
2019-03-16,0.006233189,0.26317313,0.9893548,0.0061668353,0.2603716
2019-03-17,0.0062552826,0.26324144,0.98989046,0.0061920444,0.26058018
2019-03-18,0.0062493337,0.26326072,0.99043113,0.0061895344,0.26074162
2019-03-19,0.006245219,0.26329112,0.9909771,0.006188869,0.2609155
2019-03-20,0.0063376566,0.26377106,0.9915289,0.00628397,0.26153663
2019-03-21,0.0063485256,0.26393494,0.9920862,0.0062982845,0.2618462
2019-03-22,0.006371723,0.26414776,0.99264896,0.006324884,0.262206
2019-03-23,0.0062910756,0.26380208,0.9932169,0.0062484024,0.2620127
2019-03-24,0.0062025352,0.26329648,0.993789,0.0061640115,0.26166114
2019-03-25,0.006139179,0.2628686,0.99436516,0.0061045857,0.26138738
2019-03-26,0.00610201,0.2627363,0.99494433,0.0060711605,0.26140797
2019-03-27,0.006087968,0.26267415,0.99552596,0.00606073,0.26149893
2019-03-28,0.0060853967,0.26269192,0.9961092,0.0060617197,0.26166984
2019-03-29,0.0060756346,0.26266035,0.9966934,0.0060555446,0.26179183
2019-03-30,0.006116855,0.26287982,0.997278,0.006100205,0.26216426
2019-03-31,0.0061044716,0.2628494,0.9978623,0.006091422,0.2622875
2019-04-01,0.0061277053,0.26296982,0.9984457,0.006118181,0.26256108
2019-04-02,0.0061262944,0.2630757,0.9990278,0.006120338,0.26281995
2019-04-03,0.0061400956,0.26323014,0.9996081,0.006137689,0.263127
2019-04-04,0.006144219,0.26327705,1.0001862,0.006145363,0.26332608
2019-04-05,0.006125599,0.26316157,1.0007617,0.0061302655,0.26336202
2019-04-06,0.0061629964,0.26329365,1.0013345,0.0061712214,0.26364502
2019-04-07,0.0061624977,0.26338926,1.0019045,0.006174234,0.2638909
2019-04-08,0.0062790704,0.2640784,1.0024713,0.006294588,0.26473102
2019-04-09,0.006319332,0.2644841,1.0030353,0.006338513,0.2652869
2019-04-10,0.006336141,0.26462942,1.0035965,0.006358929,0.26558116
2019-04-11,0.0063421843,0.26466072,1.0041553,0.006368538,0.26576045
2019-04-12,0.0063012308,0.2645871,1.004712,0.0063309222,0.26583382
2019-04-13,0.0062710023,0.26440188,1.005267,0.0063040317,0.2657945
2019-04-14,0.006247008,0.26438877,1.005821,0.006283372,0.26592776
2019-04-15,0.006192063,0.2640601,1.0063744,0.0062315334,0.26574332
2019-04-16,0.0062112003,0.2640819,1.0069277,0.0062542297,0.26591137
2019-04-17,0.0062358645,0.2641287,1.0074813,0.006282517,0.26610476
2019-04-18,0.0061717997,0.2637859,1.0080354,0.0062213927,0.26590553
2019-04-19,0.0061188443,0.2634493,1.0085903,0.006171407,0.26571244
2019-04-20,0.0060868626,0.26313677,1.0091456,0.0061425306,0.2655433
2019-04-21,0.006071432,0.26295844,1.0097011,0.0061303317,0.26550943
2019-04-22,0.0060591917,0.26290387,1.0102563,0.0061213365,0.2656003
2019-04-23,0.006032443,0.26280212,1.0108107,0.006097658,0.2656432
2019-04-24,0.006045,0.2628728,1.0113636,0.006113693,0.26585996
2019-04-25,0.0060300822,0.26288983,1.0119145,0.0061019277,0.26602203
2019-04-26,0.00599016,0.2626533,1.0124624,0.0060648117,0.26592657
2019-04-27,0.005996585,0.2627305,1.0130069,0.006074582,0.26614782
2019-04-28,0.0060064206,0.26275948,1.0135474,0.006087792,0.2663192
2019-04-29,0.005986464,0.26272252,1.0140831,0.0060707727,0.26642248
2019-04-30,0.005969429,0.26269612,1.0146136,0.006056664,0.26653507
2019-05-01,0.0059798453,0.26269865,1.0151384,0.0060703703,0.26667547
2019-05-02,0.0060236226,0.26281846,1.0156567,0.0061179325,0.26693332
2019-05-03,0.006054915,0.26303178,1.0161681,0.0061528115,0.2672845
2019-05-04,0.0060585313,0.2631623,1.0166725,0.006159542,0.26754987
2019-05-05,0.006099267,0.26347953,1.0171691,0.006203986,0.26800326
2019-05-06,0.006193245,0.2640489,1.017658,0.006302605,0.26871148
2019-05-07,0.006246985,0.2644263,1.0181391,0.0063603,0.26922277
2019-05-08,0.006210621,0.2644897,1.0186125,0.0063262163,0.26941252
2019-05-09,0.006224251,0.26465017,1.0190783,0.0063429987,0.26969922
2019-05-10,0.0062418515,0.26475447,1.019537,0.0063637984,0.26992697
2019-05-11,0.0062484764,0.26480117,1.0199888,0.0063733757,0.27009422
2019-05-12,0.0062240134,0.26464695,1.0204345,0.006351198,0.27005488
2019-05-13,0.0062200814,0.26456758,1.0208745,0.0063499226,0.2700903
2019-05-14,0.0062122657,0.26450709,1.0213095,0.0063446457,0.2701436
2019-05-15,0.00615524,0.26416376,1.0217398,0.0062890537,0.26990664
2019-05-16,0.0060705715,0.2637005,1.022166,0.0062051318,0.26954567
2019-05-17,0.0060139513,0.2633352,1.0225885,0.0061497972,0.26928353
2019-05-18,0.005940989,0.2629292,1.0230072,0.006077674,0.26897845
2019-05-19,0.0059313728,0.2627839,1.023422,0.006070297,0.26893884
2019-05-20,0.005899395,0.2625908,1.0238329,0.006039995,0.2688491
2019-05-21,0.005898418,0.26258445,1.0242394,0.006041392,0.26894933
2019-05-22,0.0059292666,0.2626889,1.0246414,0.006075372,0.26916194
2019-05-23,0.0059314286,0.26275405,1.0250379,0.006079939,0.26933286
2019-05-24,0.0059213857,0.2627214,1.0254288,0.006071959,0.2694021
2019-05-25,0.005920093,0.26270682,1.0258133,0.0060729105,0.26948816
2019-05-26,0.005924316,0.26274678,1.026191,0.00607948,0.26962838
2019-05-27,0.0059305583,0.26281694,1.0265611,0.006088081,0.26979765
2019-05-28,0.0059579103,0.26288676,1.0269232,0.006118316,0.26996452
2019-05-29,0.005963267,0.2629152,1.0272766,0.0061259246,0.27008665
2019-05-30,0.005984893,0.26300564,1.0276209,0.0061502014,0.2702701
2019-05-31,0.0059975083,0.26317304,1.0279553,0.0061651706,0.27053013
2019-06-01,0.0060303947,0.26343337,1.0282795,0.0062009315,0.27088314
2019-06-02,0.0060781203,0.26371676,1.0285931,0.0062519126,0.27125722
2019-06-03,0.006148163,0.26406878,1.0288955,0.0063258177,0.2716992
2019-06-04,0.0061710286,0.26426193,1.0291866,0.00635114,0.27197483
2019-06-05,0.006181663,0.2643597,1.0294664,0.006363814,0.27214944
2019-06-06,0.0061646197,0.2643156,1.029735,0.0063479245,0.272175
2019-06-07,0.006177331,0.2642864,1.0299926,0.006362605,0.27221304
2019-06-08,0.0061326977,0.26417434,1.0302397,0.0063181487,0.27216288
2019-06-09,0.0060955076,0.2639635,1.0304768,0.0062812795,0.27200827
2019-06-10,0.0061021014,0.26390117,1.0307047,0.006289465,0.2720042
2019-06-11,0.006072703,0.2637595,1.0309237,0.0062604933,0.2719159
2019-06-12,0.0060083335,0.2634007,1.0311348,0.0061954022,0.27160165
2019-06-13,0.0059101884,0.26297665,1.0313385,0.0060954047,0.27121794
2019-06-14,0.00588088,0.26277068,1.0315348,0.0060663326,0.2710571
2019-06-15,0.0058568325,0.26268762,1.0317247,0.006042639,0.2710213
2019-06-16,0.005844222,0.26260144,1.0319078,0.0060306983,0.27098048
2019-06-17,0.005859742,0.262625,1.0320846,0.0060477494,0.27105123
2019-06-18,0.0058427267,0.26259825,1.0322548,0.0060311826,0.2710683
2019-06-19,0.005872621,0.26268882,1.0324184,0.006063002,0.27120477
2019-06-20,0.005883214,0.2627155,1.032575,0.0060748598,0.27127343
2019-06-21,0.005880852,0.2627159,1.0327243,0.006073299,0.2713131
2019-06-22,0.0058802497,0.26267165,1.0328659,0.0060735093,0.27130458
2019-06-23,0.0058766273,0.2626873,1.0329993,0.006070552,0.27135578
2019-06-24,0.00590874,0.26282668,1.0331241,0.006104462,0.27153257
2019-06-25,0.0059407474,0.2630146,1.0332397,0.0061382162,0.27175716
2019-06-26,0.005911518,0.2629297,1.0333459,0.006108643,0.27169734
2019-06-27,0.005936398,0.26304168,1.0334419,0.0061349226,0.27183828
2019-06-28,0.0059879646,0.26328433,1.0335271,0.0061887237,0.2721115
2019-06-29,0.0060019987,0.26338965,1.0336013,0.0062036733,0.27223986
2019-06-30,0.0060426183,0.26356873,1.0336636,0.006246035,0.27244142
2019-07-01,0.0060897237,0.2637657,1.0337137,0.006295031,0.2726582
2019-07-02,0.0060768253,0.2636838,1.033751,0.0062819244,0.2725834
2019-07-03,0.00606473,0.26362538,1.0337757,0.0062695704,0.2725295
2019-07-04,0.006078481,0.26368204,1.0337876,0.0062838583,0.27259123
2019-07-05,0.006039796,0.26353177,1.0337868,0.0062438613,0.27243567
2019-07-06,0.006004096,0.2633915,1.0337735,0.0062068757,0.27228716
2019-07-07,0.00600618,0.263409,1.0337487,0.006208881,0.27229872
2019-07-08,0.0059689214,0.26325724,1.0337127,0.00617015,0.27213237
2019-07-09,0.005936447,0.26311496,1.0336664,0.0061363056,0.27197307
2019-07-10,0.00588087,0.2628422,1.0336103,0.006078528,0.27167642
2019-07-11,0.005892811,0.2629563,1.0335453,0.006090487,0.2717772
2019-07-12,0.005868558,0.2627893,1.033472,0.00606499,0.27158538
2019-07-13,0.0058758985,0.262778,1.0333905,0.006072098,0.2715523
2019-07-14,0.0058898386,0.26286006,1.0333018,0.006085981,0.27161378
2019-07-15,0.005915256,0.26297262,1.0332059,0.0061116773,0.27170485
2019-07-16,0.0059176073,0.26293334,1.0331029,0.006113497,0.2716372
2019-07-17,0.0058800033,0.26275057,1.032993,0.006074002,0.2714195
2019-07-18,0.005833625,0.26252332,1.032876,0.006025411,0.27115405
2019-07-19,0.005838105,0.2625829,1.032752,0.006029315,0.271183
2019-07-20,0.0058804182,0.26272386,1.0326209,0.0060722427,0.27129415
2019-07-21,0.0059014885,0.26276985,1.0324823,0.006093182,0.2713052
2019-07-22,0.0059256447,0.26298878,1.0323359,0.0061172554,0.27149275
2019-07-23,0.005937432,0.2630329,1.0321811,0.0061285053,0.2714976
2019-07-24,0.006023463,0.2633948,1.0320182,0.006216323,0.27182823
2019-07-25,0.006030522,0.2634152,1.031846,0.0062225703,0.27180392
2019-07-26,0.0059844516,0.2632332,1.0316645,0.0061739464,0.27156836
2019-07-27,0.005993708,0.26321697,1.0314732,0.006182349,0.27150124
2019-07-28,0.0060294312,0.26335686,1.0312712,0.006217979,0.27159235
2019-07-29,0.0060278173,0.2633427,1.0310585,0.0062150327,0.27152175
2019-07-30,0.006001516,0.26321045,1.0308342,0.0061865677,0.27132633
2019-07-31,0.0060084066,0.2632107,1.0305982,0.006192253,0.27126446
2019-08-01,0.0060027377,0.26319817,1.0303501,0.006184921,0.27118626
2019-08-02,0.0059700795,0.2630862,1.0300899,0.006149718,0.2710024
2019-08-03,0.00597733,0.26310545,1.029818,0.006155562,0.27095073
2019-08-04,0.00592573,0.26292765,1.0295348,0.0061007454,0.27069318
2019-08-05,0.0059752027,0.26311645,1.029241,0.0061499234,0.27081022
2019-08-06,0.0059584547,0.26310116,1.028937,0.006130874,0.27071452
2019-08-07,0.0059404187,0.2629799,1.0286239,0.006110457,0.27050743
2019-08-08,0.0059792115,0.2631139,1.0283024,0.006148438,0.27056065
2019-08-09,0.0059682233,0.2629984,1.0279732,0.0061351736,0.2703553
2019-08-10,0.005970613,0.2630226,1.0276369,0.006135622,0.27029172
2019-08-11,0.005954631,0.26294637,1.0272942,0.0061171576,0.27012327
2019-08-12,0.005908955,0.26274985,1.0269454,0.006068174,0.26982975
2019-08-13,0.005901397,0.26267824,1.026591,0.006058321,0.2696631
2019-08-14,0.005925292,0.26275992,1.0262312,0.0060807196,0.26965243
2019-08-15,0.0059501426,0.26283967,1.0258662,0.0061040497,0.26963833
2019-08-16,0.0059597148,0.26290673,1.0254962,0.006111665,0.26960987
2019-08-17,0.0059406543,0.26284477,1.0251215,0.0060898922,0.2694478
2019-08-18,0.0059585446,0.2629088,1.0247415,0.0061059683,0.26941356
2019-08-19,0.005989563,0.2630186,1.0243566,0.006135449,0.26942486
2019-08-20,0.0060030674,0.26300982,1.0239663,0.0061469385,0.2693132
2019-08-21,0.00600933,0.26303598,1.0235705,0.006150973,0.26923588
2019-08-22,0.0060093636,0.2630388,1.023169,0.006148595,0.26913318
2019-08-23,0.0060173688,0.26305878,1.0227613,0.0061543323,0.26904637
2019-08-24,0.0060039544,0.26299495,1.0223471,0.0061381254,0.2688721
2019-08-25,0.005996934,0.26292634,1.0219259,0.0061284225,0.26869124
2019-08-26,0.0059891436,0.26286632,1.0214972,0.006117894,0.26851723
2019-08-27,0.0059896177,0.26287767,1.0210606,0.0061157625,0.26841402
2019-08-28,0.0059960047,0.26291984,1.0206152,0.0061196135,0.26834
2019-08-29,0.006011454,0.26300043,1.0201613,0.0061326525,0.26830286
2019-08-30,0.006009789,0.26297548,1.0196981,0.006128171,0.2681556
2019-08-31,0.0059578274,0.26273304,1.019226,0.006072372,0.26778433
2019-09-01,0.0059545706,0.2627179,1.0187451,0.0060661896,0.26764256
2019-09-02,0.0059680804,0.26283306,1.0182558,0.0060770325,0.2676313
2019-09-03,0.006022469,0.263021,1.0177591,0.0061294227,0.267692
2019-09-04,0.006014623,0.26296556,1.0172555,0.006118409,0.26750317
2019-09-05,0.006008019,0.26291338,1.0167457,0.0061086277,0.26731604
2019-09-06,0.0060325274,0.26296872,1.0162308,0.00613044,0.26723692
2019-09-07,0.0060549225,0.26302925,1.0157113,0.0061500533,0.2671618
2019-09-08,0.0060325437,0.26297125,1.0151881,0.006124167,0.2669653
2019-09-09,0.006028066,0.26291543,1.0146617,0.0061164475,0.2667702
2019-09-10,0.0060249614,0.26289332,1.0141324,0.0061101085,0.26660863
2019-09-11,0.006018344,0.26283428,1.013601,0.006100199,0.26640907
2019-09-12,0.0059967237,0.26274002,1.0130677,0.006075087,0.26617342
2019-09-13,0.006011578,0.26281962,1.012533,0.0060869204,0.26611352
2019-09-14,0.006017669,0.26281443,1.011997,0.006089863,0.2659674
2019-09-15,0.0060566682,0.2629395,1.01146,0.0061260774,0.2659528
2019-09-16,0.006048703,0.26291868,1.0109218,0.006114766,0.26579022
2019-09-17,0.006073588,0.26298442,1.0103829,0.0061366493,0.26571497
2019-09-18,0.006084259,0.2629947,1.0098428,0.006144145,0.2655833
2019-09-19,0.0060760225,0.26294124,1.0093015,0.006132539,0.265387
2019-09-20,0.0060893223,0.26300424,1.008759,0.0061426586,0.2653079
2019-09-21,0.006117178,0.263095,1.0082148,0.0061674295,0.2652563
2019-09-22,0.0060850186,0.26297057,1.0076684,0.0061316807,0.2649871
2019-09-23,0.006054101,0.26280373,1.0071195,0.0060972036,0.26467478
2019-09-24,0.0060610985,0.26281986,1.0065678,0.006100907,0.264546
2019-09-25,0.006059856,0.262812,1.0060126,0.0060962914,0.26439217
2019-09-26,0.00605441,0.26281402,1.0054533,0.0060874266,0.26424724
2019-09-27,0.0060442463,0.26276022,1.0048897,0.006073801,0.26404506
2019-09-28,0.006015911,0.26259342,1.0043217,0.00604191,0.26372826
2019-09-29,0.0060302485,0.26264855,1.0037491,0.006052857,0.26363325
2019-09-30,0.00606,0.2627665,1.0031724,0.006079225,0.2636001
2019-10-01,0.00607036,0.26285616,1.0025918,0.0060860934,0.26353744
2019-10-02,0.006091838,0.26290652,1.0020082,0.0061040716,0.2634345
2019-10-03,0.006094729,0.262925,1.001422,0.006103396,0.2632989
2019-10-04,0.0061120396,0.2629963,1.0008342,0.0061171385,0.2632157
2019-10-05,0.0061433814,0.2630548,1.0002456,0.00614489,0.2631194
2019-10-06,0.0061177444,0.2629742,0.99965674,0.0061156442,0.26288393
2019-10-07,0.0061299796,0.26289508,0.9990684,0.0061242688,0.26265016
2019-10-08,0.0061378614,0.26293647,0.9984812,0.0061285393,0.26253712
2019-10-09,0.006108569,0.26281056,0.9978958,0.0060957153,0.26225755
2019-10-10,0.006111733,0.26281554,0.99731266,0.006095309,0.26210925
2019-10-11,0.006123869,0.26285404,0.9967322,0.0061038574,0.26199508
2019-10-12,0.0061186785,0.26283583,0.9961549,0.0060951514,0.2618252
2019-10-13,0.0061215702,0.2628035,0.9955811,0.0060945195,0.2616422
2019-10-14,0.0061339675,0.26281634,0.99501115,0.006103366,0.2615052
2019-10-15,0.0061582983,0.26292965,0.994445,0.006124089,0.26146907
2019-10-16,0.006152487,0.26292187,0.993883,0.006114852,0.2613136
2019-10-17,0.0061632614,0.26292136,0.9933251,0.0061221225,0.2611664
2019-10-18,0.0061672907,0.26289323,0.99277115,0.0061227083,0.26099283
2019-10-19,0.0061898627,0.26304692,0.99222094,0.0061417115,0.26100066
2019-10-20,0.0061305817,0.2627822,0.9916742,0.0060795397,0.2605943
2019-10-21,0.0061328406,0.26277354,0.9911306,0.006078446,0.26044288
2019-10-22,0.0061338344,0.26275927,0.9905897,0.006076113,0.26028663
2019-10-23,0.0061455737,0.26278183,0.9900509,0.006084431,0.2601674
2019-10-24,0.0061636292,0.2628974,0.9895138,0.0060989964,0.2601406
2019-10-25,0.006144137,0.26276872,0.98897797,0.0060764165,0.25987247
2019-10-26,0.0061562867,0.2628086,0.9884427,0.006085137,0.25977123
2019-10-27,0.006167578,0.26285735,0.98790824,0.006093001,0.25967893
2019-10-28,0.0061913314,0.26296133,0.9873742,0.006113161,0.25964123
2019-10-29,0.006208135,0.26299956,0.98684096,0.0061264415,0.25953874
2019-10-30,0.006169533,0.2628211,0.9863088,0.0060850647,0.25922278
2019-10-31,0.0062036193,0.26292378,0.9857782,0.006115393,0.25918454
2019-11-01,0.0062298714,0.2630629,0.98524976,0.006137979,0.25918266
2019-11-02,0.006266097,0.2631517,0.98472446,0.006170379,0.2591319
2019-11-03,0.0062746108,0.26315066,0.9842027,0.0061754887,0.2589936
2019-11-04,0.006255244,0.26307252,0.98368526,0.006153191,0.25878057
2019-11-05,0.0062640854,0.26305345,0.98317266,0.0061586774,0.25862697
2019-11-06,0.0062694955,0.26308706,0.98266566,0.006160818,0.25852662
2019-11-07,0.006248976,0.26298827,0.98216474,0.006137524,0.2582978
2019-11-08,0.006245191,0.26295865,0.9816706,0.0061307205,0.25813878
2019-11-09,0.0062436955,0.2629281,0.98118365,0.006126212,0.25798076
2019-11-10,0.0062659592,0.26302367,0.98070425,0.0061450526,0.25794843
2019-11-11,0.0062233987,0.2628039,0.9802331,0.0061003813,0.2576091
2019-11-12,0.0062447344,0.26292762,0.9797702,0.0061184047,0.25760865
2019-11-13,0.0062821223,0.26312408,0.979316,0.006152183,0.2576816
2019-11-14,0.00628558,0.26316702,0.9788706,0.006152769,0.25760645
2019-11-15,0.006268755,0.26301986,0.978434,0.0061335634,0.25734758
2019-11-16,0.0063050888,0.26314294,0.9780062,0.0061664158,0.25735542
2019-11-17,0.006284601,0.26309443,0.9775868,0.006143743,0.25719765
2019-11-18,0.0063029355,0.2631502,0.9771757,0.0061590755,0.25714397
2019-11-19,0.0063111885,0.2631294,0.9767723,0.006164594,0.25701752
2019-11-20,0.006303699,0.26307982,0.9763763,0.0061547826,0.2568649
2019-11-21,0.0063420106,0.26325178,0.97598696,0.00618972,0.2569303
2019-11-22,0.0063005947,0.26304555,0.97560364,0.006146883,0.2566282
2019-11-23,0.006321579,0.26307452,0.9752261,0.006164969,0.25655714
2019-11-24,0.0063287606,0.2631477,0.9748537,0.006169616,0.25653052
2019-11-25,0.0063016657,0.26298678,0.97448635,0.0061408873,0.25627702
2019-11-26,0.006314851,0.26300308,0.9741238,0.0061514466,0.25619754
2019-11-27,0.0063339607,0.26308316,0.97376615,0.0061677964,0.25618148
2019-11-28,0.006310428,0.26302388,0.9734137,0.0061426573,0.25603107
2019-11-29,0.006265424,0.26281944,0.9730668,0.0060966765,0.25574088
2019-11-30,0.0062925303,0.26293427,0.97272575,0.006120906,0.25576293
2019-12-01,0.0063136844,0.26295736,0.97239137,0.006139372,0.25569746
2019-12-02,0.0063280147,0.2630413,0.9720639,0.0061512347,0.25569293
2019-12-03,0.006334696,0.2630162,0.9717441,0.0061557037,0.25558445
2019-12-04,0.006308786,0.2629428,0.9714326,0.0061285608,0.2554312
2019-12-05,0.0063188826,0.26295787,0.9711297,0.0061364546,0.2553662
2019-12-06,0.006333437,0.2630227,0.97083616,0.0061487295,0.25535193
2019-12-07,0.0063307765,0.26301873,0.97055244,0.0061443504,0.25527346
2019-12-08,0.006336612,0.26306298,0.970279,0.0061482815,0.2552445
2019-12-09,0.0063386904,0.26304895,0.97001636,0.0061486335,0.2551618
2019-12-10,0.0063700248,0.26313263,0.96976507,0.0061774277,0.25517684
2019-12-11,0.006353501,0.26309964,0.9695253,0.00615988,0.25508174
2019-12-12,0.0063348846,0.26297694,0.9692974,0.006140387,0.25490287
2019-12-13,0.0063374103,0.26297754,0.9690815,0.006141467,0.25484666
2019-12-14,0.006388214,0.26319554,0.96887773,0.0061893985,0.25500432
2019-12-15,0.006402307,0.26324788,0.96868604,0.0062018256,0.25500455
2019-12-16,0.0063993004,0.26321536,0.96850586,0.00619776,0.2549256
2019-12-17,0.0063710203,0.26308978,0.968337,0.006169295,0.25475955
2019-12-18,0.006350748,0.26301107,0.9681788,0.0061486596,0.25464174
2019-12-19,0.0063295625,0.2629173,0.96803087,0.0061272117,0.25451207
2019-12-20,0.0063323677,0.26292655,0.9678923,0.0061290497,0.2544846
2019-12-21,0.0063683675,0.2630403,0.96776265,0.006163068,0.2545606
2019-12-22,0.0063648447,0.26308757,0.9676413,0.0061588865,0.2545744
2019-12-23,0.006386192,0.26319367,0.967528,0.0061788196,0.25464723
2019-12-24,0.0063927085,0.26326853,0.967422,0.006184447,0.25469178
2019-12-25,0.006355148,0.26309004,0.96732336,0.006147483,0.25449315
2019-12-26,0.0064005954,0.26332617,0.96723187,0.0061908597,0.25469747
2019-12-27,0.006396652,0.26328447,0.9671477,0.0061865076,0.25463498
2019-12-28,0.006399228,0.2632904,0.96707106,0.006188508,0.25462052
2019-12-29,0.006368261,0.26310292,0.96700203,0.0061581214,0.25442106
2019-12-30,0.0063436166,0.2629733,0.9669411,0.0061339037,0.2542797
2019-12-31,0.006342262,0.26297712,0.9668887,0.006132262,0.25426963
2020-01-01,0.006321705,0.26289696,0.9668451,0.0061121094,0.25418064
2020-01-02,0.006351716,0.26305166,0.9668108,0.0061409078,0.2543212
2020-01-03,0.006369488,0.26314706,0.96678627,0.0061579333,0.25440696
2020-01-04,0.0063906307,0.26328686,0.966772,0.006178283,0.25453836
2020-01-05,0.0063618035,0.2632165,0.9667683,0.00615039,0.25446936
2020-01-06,0.006336092,0.26308718,0.96677595,0.0061255815,0.25434637
2020-01-07,0.006396821,0.26338482,0.96679515,0.0061844154,0.25463918
2020-01-08,0.006463715,0.26364902,0.9668264,0.00624929,0.2549028
2020-01-09,0.0065053925,0.2638773,0.9668701,0.0062898695,0.2551351
2020-01-10,0.0064664125,0.26372188,0.9669265,0.006252546,0.25499967
2020-01-11,0.006455388,0.26355806,0.966996,0.0062423344,0.2548596
2020-01-12,0.0064116945,0.26334947,0.96707827,0.00620061,0.25467956
2020-01-13,0.006450067,0.2634146,0.96717334,0.0062383325,0.25476757
2020-01-14,0.006444708,0.26337326,0.96728086,0.0062338426,0.2547559
2020-01-15,0.006410424,0.2632644,0.9674002,0.0062014456,0.25468203
2020-01-16,0.0064267,0.26330352,0.9675308,0.00621803,0.25475428
2020-01-17,0.0063771964,0.26307723,0.96767205,0.0061710346,0.25457248
2020-01-18,0.0063834456,0.2630845,0.967823,0.0061780456,0.25461924
2020-01-19,0.006373193,0.26306275,0.96798307,0.006169143,0.25464028
2020-01-20,0.006339649,0.2629378,0.9681518,0.0061377427,0.25456372
2020-01-21,0.0063547245,0.26299486,0.9683284,0.00615346,0.2546654
2020-01-22,0.00634827,0.2629606,0.96851265,0.0061483798,0.2546807
2020-01-23,0.006331134,0.26290965,0.9687039,0.0061329943,0.25468162
2020-01-24,0.0063246763,0.2628892,0.9689023,0.0061279936,0.25471395
2020-01-25,0.0063734166,0.2631197,0.96910757,0.006176526,0.2549913
2020-01-26,0.006391486,0.26327664,0.96931976,0.006195394,0.25519925
2020-01-27,0.0064113205,0.26347154,0.9695388,0.006216024,0.2554459
2020-01-28,0.0064065093,0.26343644,0.96976507,0.006212809,0.25547147
2020-01-29,0.0064369175,0.26359668,0.96999854,0.0062438007,0.2556884
2020-01-30,0.0064312606,0.26361474,0.9702397,0.0062398645,0.2557695
2020-01-31,0.0064383196,0.26356634,0.97048867,0.0062483163,0.25578815
2020-02-01,0.0064375186,0.26350436,0.9707458,0.006249194,0.25579575
2020-02-02,0.0064063626,0.26340005,0.97101164,0.0062206527,0.2557645
2020-02-03,0.006389814,0.26326784,0.9712863,0.0062063388,0.25570846
2020-02-04,0.00635349,0.26311767,0.97157043,0.0061728633,0.25563735
2020-02-05,0.006358393,0.26313826,0.9718643,0.0061794952,0.25573468
2020-02-06,0.0063771186,0.26325223,0.97216845,0.0061996337,0.2559255
2020-02-07,0.00636739,0.26322123,0.9724834,0.0061921813,0.2559783
2020-02-08,0.006346232,0.2631744,0.9728092,0.0061736726,0.2560185
2020-02-09,0.0063404758,0.2631676,0.97314626,0.0061702104,0.25610057
2020-02-10,0.0063272705,0.26307133,0.97349447,0.006159563,0.25609848
2020-02-11,0.00632813,0.26302308,0.97385365,0.006162673,0.25614598
2020-02-12,0.0063015176,0.2630005,0.97422343,0.006139086,0.25622123
2020-02-13,0.0062838118,0.2629343,0.97460324,0.006124223,0.2562566
2020-02-14,0.0062551526,0.26282495,0.97499216,0.006098725,0.25625226
2020-02-15,0.006250568,0.2628217,0.9753898,0.0060967403,0.25635362
2020-02-16,0.0062585166,0.26285976,0.9757948,0.006107028,0.25649717
2020-02-17,0.0062924703,0.26295573,0.976207,0.0061427536,0.25669923
2020-02-18,0.0062475433,0.2628051,0.9766253,0.006101509,0.25666213
2020-02-19,0.0062247687,0.26272696,0.97704935,0.006081906,0.2566972
2020-02-20,0.0062210783,0.26272857,0.9774784,0.0060809697,0.2568115
2020-02-21,0.0062565,0.26287374,0.9779123,0.0061183083,0.25706747
2020-02-22,0.006266671,0.26291355,0.97835046,0.0061310004,0.2572216
2020-02-23,0.006309138,0.2631289,0.97879267,0.0061753383,0.25754863
2020-02-24,0.0062818592,0.26300657,0.97923887,0.0061514406,0.25754625
2020-02-25,0.00626073,0.26293787,0.9796888,0.006133567,0.2575973
2020-02-26,0.0062262258,0.26279384,0.98014283,0.0061025904,0.2575755
2020-02-27,0.006219713,0.26278293,0.9806006,0.006099054,0.2576851
2020-02-28,0.0062047956,0.26275378,0.98106235,0.0060872915,0.25777784
